,Node ID,MESSAGE,merge
85,1.3231261256235868e+18,"RT @femalefaust: @Goss30Goss @realDonaldTrump and antifa had zero involvement.  no need to investigate them in connection with this incident, period.",Narrow
86,1.323125986033107e+18,@lampycakes @Day13Lee @nycconservat @BobPersis @JoeBiden That matches their new sex. Sports is different bc trans females have a biological advantage over biological females that isn't changed by a sex change. ‍♀️,Explain
87,1.3231254998167962e+18,@kirstiealley @realDonaldTrump And for all the Haters! https://t.co/JLER3F7lz1,Neutralize
88,1.323126058397266e+18,@ewarren @JoeBiden @KamalaHarris @SaraGideon Voted for Trump! #Trump2020Landslide  #TRUMP2020ToSaveAmerica  #WomanForTrump #SayNoToJoe #SayNoToSocialism,"Excite, Back, Boost, Neutralize, Neglect"
89,1.3231262008989e+18,I wish they had their own network. I’ll watch them over Fox News and the other liberal media.,"Back, Neutralize"
90,1.3231259049781248e+18,@JoeBiden https://t.co/LO0XqW7ba4,—
91,1.3231261231279923e+18,RT @JackPosobiec: The media says this is the losing side. Do you believe that?,"Engage, Neutralize"
92,1.323125976742572e+18,"RT @JudicialWatch: .@TomFitton: ""Big Tech &amp; Media SUPPRESSING #Biden-Burisma Scandal--They're Deceiving the Public!""  Read more at https://t.co/pj584AoaJV https://t.co/FaxWlrcUjX","Distort, Dismay, Neutralize"
93,1.3231259838268785e+18,RT @kilmeade: One of best political ads I have seen!! @realDonaldTrump https://t.co/EBw5l0z4aS,"Excite, Back"
94,1.3231259093820662e+18,"RT @lanaisaaa__: But if it was a BLM movement there would be tear gas, SWAT, the whole military &amp; 20,000 cop cars pulling up. Oh ok","Distort, Dismay, Neutralize"
95,1.3231131097505055e+18,"WHITE HOUSE ENTERS LOCKDOWN! Feds Bring In Troops to Build ""Non-Scalable"" Fence Around Area #breaking #ElectionDay #Election2020 #News #Trump #WhiteHouse #Update  https://t.co/QmGrDOuo2X",Dismay
96,1.3231261232537805e+18,@TeamTrump @realDonaldTrump https://t.co/X9hCkWSnd2,"Back, Boost"
97,1.322742280214651e+18,@MariaBonanno9 @StevenAReese @realDonaldTrump I guess democrats want to bring back segregated Parks like they used to require for people of color... some things never change. Unhinged left.,"Distort, Neutralize"
98,1.32310683572591e+18,@realDonaldTrump #VoteTrump2020 https://t.co/EJcy0qosMk,Back
99,1.3225797373031997e+18,"Happening Now—President @realDonaldTrump arrives in PENNSYLVANIA, and is on his way to his first stop of FOUR today! LET’S GO PENNSYLVANIA! https://t.co/zqgeZML9Hf https://t.co/9QfMfCPjU5","Excite, Back, Boost"
0,1.1046560834261647e+18,"RT @4everbuffy: @MarvelStudios No way. I'm not watching this racist actress movie. Marvel should fire Brie Larson, they fired that Director of Guardians of Galaxy for much less. What are they waiting for? #BoycottCaptainMarvel","Explain, Bridge, Nuke"
1,1.1038370243631391e+18,IM SO EXCITED TO SEE CAPTAIN MARVEL TONIGHT,"Explain, Excite, Build"
2,1.1037597746492457e+18,Captain Marvel’s after-credits  Are we supossed to be excited about EndGame after this? https://t.co/AKbjpw89eY,—
3,1.1038332243740754e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Neutralize"
4,1.1038122262663987e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
5,1.1038795323380654e+18,RT @RealSexyCyborg: Yeah this is bullshit Brianna. If you were any sort of ally or activist on the subject of real online harassment you wo…,1.1038795323380654e+18
6,1.1038653091889603e+18,"Lmfao. They really played THE WRONG MOVIE for my Captain Marvel Screening.. Get it TOGETHER, AMC.",—
7,1.1038484630395126e+18,Man said Captain Marvel was a solid 8.5 looool was it even a 6,"Dismiss, Neglect"
8,1.1038802273467638e+18,no lies detected fight me on this,—
9,1.103876295446786e+18,"Blatant lies, blatant clickbait, then again that’s your entire channel",—
10,1.1038817866421985e+18,"Couldn't agree more. Anyone that comes our thinking this is anti-men is dumb. There is no propaganda in it. I wish it was better, but it was a good movie solid B -.","Explain, Bridge"
11,1.1038493122476646e+18,"this is @satvrnstark and me after she gets back from watching the post credit scene of captain marvel (bc it was SPOILED FOR ME but now ik something she doesn’t so), hint, she’s on the ground and i’m lin being like “u good?”",1.1038493122476646e+18
12,1.1038076311085179e+18,Reality Bites: ‘Captain Marvel’ and the Lie of the ’90s https://t.co/UENZ9779EK,"Dismiss, Neutralize"
13,1.1044287308632269e+18,"“Captain Marvel spends four minutes talking about how small *your* dick is. Straight to the camera. It’s weird, but it works.”","Engage, Bridge"
14,1.1038664174833787e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY","Dismiss, Dismay, Narrow"
15,1.1011314904174674e+18,Looks like Ethan has made nearly FIVE HOURS of content surrounding the Rotten Tomatoes/Captain Marvel story alone.   In this clip you can see he is clearly unhinged and has a deep hate for women.   The things he does rather than write his comic people paid for... https://t.co/KtvC1s7z0j,"Distort, Dismay, Narrow"
16,1.1038741180997181e+18,"You guys. I wasn’t all that excited for a Captain Marvel movie. But I was wrong. I loved it so, so much. So very much.","Explain, Excite, Build"
17,1.1038147604060938e+18,@TheQuartering Fake news. Brie Larson’s Captain Marvel will the face of the Avengers moving forward. #DealWithIt,"Dismiss, Neutralize"
18,1.1045217407917548e+18,@captainmarvel @MarvelChampions #BoycottCaptainMarvel for casting known racist and sexist Brie Larson.,"Dismiss, Neutralize"
19,1.1046933521324237e+18,"RT @codylightful: “Fans shouldn't review movies because as a movie critic""",—
20,1.103719230883668e+18,"@MarvelStudios Shazam!!!! Oops, wrong Captain Marvel (or in this case, the right one)",—
21,1.1038320335985418e+18,Higher? Further? Faster? BS! The true female hero of the MCU! #ScarletWitch @OfficiallyElizabethOlsen #BoycottCaptainMarvel https://t.co/DLvHlu0LOn,"Dismiss, Nuke"
22,1.1038820181972009e+18,amei?????? adorei??????? SIM,—
23,1.1038417745801912e+18,Wheeew Captain Marvel was really good like I won’t even lie,"Explain, Excite, Back, Build"
24,1.1038052615239639e+18,"RT @ZebitasMartinex: Obviamente si Stan Lee siguiera vivo, habría publicitado la película, nadie niega eso  Pero seguir usando su cuenta pa…",Distort
25,1.103832840326824e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
26,1.1038820215441859e+18,Captain Marvel is a damn good movie. Don’t let them lie to you. Well worth the watch,"Excite, Build"
27,1.1038221628158689e+18,I have a very bad feeling about Captain Marvel.. I hope I'm wrong,"Dismay, Narrow"
28,1.1038706353845289e+18,Seems like #CaptainMarvel is also kicking your lying ass to the curb. What's it feel like getting beaten up all the time?,—
29,1.1038189441404477e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
30,1.1038027706862019e+18,"RT @pauloap: Agora a Brie Larson falou que a Capitã Marvel pode derrotar o Superman quando quiser  Essa mulher não para de tentar afastar o público não militante desse filme, pqp  https://t.co/oq94LgDlCL",Explain
31,1.103818324402729e+18,RT @EthanVanSciver: ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/LYQ1rqx1wH,"Dismiss, Narrow, Neglect"
32,1.1038616590833787e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY","Explain, Narrow"
33,1.1038207154033582e+18,It’s dangerous and frankly wrong to say that kids like me connected to a white Spider-Man or Nick Carroway because they are just “universal” while minority and women characters aren’t. We weren’t given options.,"Dismiss, Narrow"
34,1.103799629362221e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
35,1.1038536543128003e+18,"Seriously. What is wrong with you that the best use of your time on earth is trying to discourage other people from seeing a movie you haven't even seen yet, just because the stars don't look like you?  https://t.co/p19shAHQ0W","Dismiss, Nuke"
36,1.1038501487765504e+18,if any of my mutuals got to see captain marvel yet can someone please explain to me what the FUCK the last post credit scene means because i have 2 brain cells,—
37,1.1038739222466929e+18,RT @MILANJHAIR: #1 superman es mejor que esa cosa cancelada ya 8 veces  #2 que tienen que meter a dc? https://t.co/5B8UWzOtPh,—
38,1.1038010449228841e+18,YESSSSSS,—
39,1.103857217436971e+18,I think I’m in the wrong Captain Marvel movie https://t.co/A7YrHg4vVx,—
40,1.1038109982160732e+18,RT @vielned: ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! - ComicArtistPro Secrets https://t.co/IMl1nul5jF via @YouTube #MCU #Marvel #CaptainMarvel #Disney #RottenTomatoes #MSM @EthanVanSciver,"Dismiss, Neutralize"
41,1.1038782350481818e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
42,1.1051850449629635e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who were tough enough to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie, this weekend. Incels, not in-sellouts, amiright, guys?   https://t.co/Lc4sj12MyT https://t.co/eQN2LHiHiZ",—
43,1.1038411298779464e+18,Yeah. The dudes who were upset about Captain Marvel we're wrong.,"Engage, Back"
44,1.1038792425367429e+18,RT @RealSexyCyborg: Yeah this is bullshit Brianna. If you were any sort of ally or activist on the subject of real online harassment you wo…,Engage
45,1.1038219307701248e+18,This dude is extremely mad online.,—
46,1.1046555084793774e+18,RT @4everbuffy: People love Super Hero story right? So how about be a Hero? I fear for the future of mankind if people watch Captain Marvel in the theaters. The lead actress is a racist. Marvel is using deceased Stan Lee account to promote that movie. What more do u need? #BoycottCaptainMarvel https://t.co/cVve0FCmIf,"Engage, Narrow"
47,1.1038694155886551e+18,Thank you for coming on this Adidas x Jen Bartel / Captain Marvel ride with me this week y'all. It meant the world and I can't tell you all how touched I was by your excitement and support  The shoes will be dropping at 10am EST sharp here: https://t.co/0N2LbTADUr Some notes: https://t.co/mBuRXwsRQV,"Engage, Bridge"
48,1.103813065076863e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
49,1.1038527491989053e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
50,1.1037677461757911e+18,Brianna Wu Calls for Government Legislation In Response to Negative Captain Marvel Reviews https://t.co/50kwJ3wQzq https://t.co/dBmuEmJNnh,Explain
51,1.103824622980608e+18,"RT @DiscordianKitty: It fucking pisses me off that Captain Marvel cannot possibly win. It's being attacked so much, from so many angles, being picked apart, gone through with a fine-tooth comb to find anything even remotely wrong with it, all because that's how fucking fragile masculinity has become","Explain, Narrow"
52,1.1038823290286162e+18,"Funny thing, I fucked up posting this three times because I spelled Captain Marvel wrong because I’m stupid. Even after all of that there is still a typo at the end. Unrelated how cool would an edit be on Twitter?",—
53,1.1038412327977452e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Engage, Enhance, Back"
54,1.103800071743832e+18,I was SO WRONG about Captain Marvel - An apology video https://t.co/kLxKgIW4QM via @YouTube,"Engage, Enhance, Back"
55,1.1038503574642237e+18,"I keep checking Captain Marvel's Rotten Tomatoes audience score, expecting to see it take a nosedive as soon as the polling is available. I really hope I'm wrong and people aren't this petty.","Engage, Back"
56,1.1038303914235535e+18,"There is no place for white men is social justice culture. The future is female! You are only appropriating female and black culture by supporting these films, your acceptance is not required, tourist. This why Brie correctly marginalized WhiteMen reporters, to promote #diversity","Dismiss, Narrow"
57,1.1048056819772785e+18,#CaptainMarvel #AlitaBattleAngel   Reps: “We don’t support the racist and sexist #BrieLarson. Let’s #BoycottCaptainMarvel and do #AlitaChallenge instead. She’s a real hero”  Alita: https://t.co/Ad6MXnrw5J,"Dismiss, Bridge, Nuke"
58,1.1038612762860462e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Engage, Enhance, Back"
59,1.1054393454549852e+18,Captain marvel was a great movie idgaf what any ratings say or some bullshit about a woman being the main character this hashtag is bullshit #Marvel #BoycottCaptainMarvel,"Enhance, Back"
60,1.1038174094781727e+18,RT @EthanVanSciver: ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/LYQ1rqx1wH,"Dismiss, Neutralize, Nuke"
61,1.1038048917875958e+18,"RT @pauloap: Agora a Brie Larson falou que a Capitã Marvel pode derrotar o Superman quando quiser  Essa mulher não para de tentar afastar o público não militante desse filme, pqp  https://t.co/oq94LgDlCL",—
62,1.1044200649949553e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who feel compelled to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie: https://t.co/Lc4sj12MyT https://t.co/6udwCILJzv","Engage, Bridge"
63,1.1053055116233851e+18,RT @mr_lois_lane: This is THE #CaptainMarvel take: https://t.co/LlLvlLBFQi,—
64,1.1038338200574853e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Engage, Enhance, Back"
65,1.1038614425439068e+18,"The Captain Marvel review I’ve been waiting for ⬇️. I’ll go see it, with tempered expectations.",—
66,1.1041180051879936e+18,"RT @TabathaSouthey: If you are compelled to  #BoycottCaptainMarvel, I've got your very sensitive back. The Totally Not Made Up Highlights of Captain Marvel: A Movie I Have Definitely 100% No-Take-Backsies Seen. My column this week for @macleans: https://t.co/Lc4sj12MyT https://t.co/YrXcOYTm0a","Dismiss, Neutralize, Nuke"
67,1.1044016577969807e+18,"This is too brilliantly tongue in cheek for words. @TabathaSouthey took apart the #BoycottCaptainMarvel dudebros so efficiently &amp; mercilessly, each member now looks like a representation of the ten of swords tarot card.","Dismiss, Narrow"
68,1.1038773340026184e+18,RT @RealSexyCyborg: Yeah this is bullshit Brianna. If you were any sort of ally or activist on the subject of real online harassment you wo…,Engage
69,1.1037987022155203e+18,"RT @CarrieLockhart_: Captain Marvel is getting bad reviews and now Brianna Wu a video gamer/programmer is demanding government intervention because she believes it's ”morally wrong ” to have a different opinion on movies, then from Feminists.  https://t.co/on6vp3GuBf",Engage
70,1.1038479401104835e+18,RT @KrystinaArielle: Let's be honest the Alita challenge is bullshit. You don't give a fuck about the success of Alita. You just don't  want Captain Marvel to be successful because you're petulant spoiled man children. There can be more than one successful female driven movie. Sit down. https://t.co/yydZcXRGeV,"Dismiss, Narrow"
71,1.1038787329791631e+18,"RT @preserumates: James Gunn: *Gets fired for tweeting some disgusting pedophilic shit*  White men: This is unacceptable! Bring him back, poor guy did nothing wrong!  Brie Larson: I want the press tour for Captain Marvel to be more inclusive.  White men: Going ✈️ boycott CM.","Dismiss, Narrow"
72,1.1038633619498353e+18,"Don’t get me wrong, I honestly dug Captain Marvel. It had flaws, but the ONLY scale it doesn’t rank high on is MCU films.","Explain, Narrow"
73,1.1038074857885164e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Enhance, Build"
74,1.1038535711273288e+18,Ok I was totally wrong. Captain Marvel is totally freaking awesome! Go see it! #CaptainMarvel https://t.co/2PugA3cBoP,"Excite, Enhance, Back"
75,1.1038723823834522e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Enhance, Back"
76,1.1038551872052019e+18,captain marvel was so good omg whoever says otherwise is wrong PERIODT,"Enhance, Back"
77,1.1038674866242355e+18,#CaptainMarvel is an amazing movie and it’s got killer Easter Eggs. those sexist male critics were so so so so wrong. i’m a guy and i wish i was Captain Marvel. this movie is AMAZING!!!!!,"Enhance, Back"
78,1.1038343502929961e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Dismiss, Narrow"
79,1.1038426586554655e+18,@Vangelus That's the wrong Captain Marvel XD,—
80,1.1038666990596096e+18,@ewarren Now there is no way I can enjoy Captain Marvel.,"Dismiss, Neutralize"
81,1.103857008887894e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY","Dismiss, Neutralize"
82,1.1038266794814669e+18,I totally want to see Captain Marvel but @BAKKOOONN is not wrong,Engage
83,1.1038394792850145e+18,Is it wrong that I want a pair?,—
84,1.1038657099420713e+18,Every character in Captain Marvel was more interesting than Captain Marvel herself. Goose deserves his own movie. I’m now a Goose/Ryan Gosling Stan account. If you have any comments or complaints feel free to dm me so I can yell at you personally for being wrong.,"Dismiss, Narrow"
85,1.1038445054160691e+18,"Went to see Captain Marvel, and they accidentally played the wrong movie. It was A Madea Family Funeral.",—
86,1.1041069457434747e+18,"RT @TabathaSouthey: If you are compelled to  #BoycottCaptainMarvel, I've got your very sensitive back. The Totally Not Made Up Highlights of Captain Marvel: A Movie I Have Definitely 100% No-Take-Backsies Seen. My column this week for @macleans: https://t.co/Lc4sj12MyT https://t.co/YrXcOYTm0a","Dismiss, Neutralize"
87,1.1037899508085432e+18,"@MarvelStudios No way. I'm not watching this racist actress movie. Marvel should fire Brie Larson, they fired that Director of Guardians of Galaxy for much less. What are they waiting for? #BoycottCaptainMarvel","Dismiss, Nuke"
88,1.103799635347411e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Engage, Enhance, Build"
89,1.1043994396015165e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who feel compelled to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie: https://t.co/Lc4sj12MyT https://t.co/6udwCILJzv","Explain, Nuke"
90,1.1038584701622968e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Engage, Excite, Build"
91,1.1038041040092283e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Engage, Enhance, Build"
92,1.1036622546276598e+18,Congratulations team Captain Marvel! Can't wait to see it and our whole WW crew wish you a great weekend. Love this gorgeous piece by @SamoanJYandall! https://t.co/A3yUxwHhLZ,"Enhance, Build"
93,1.1038757218799043e+18,I was SO WRONG about Captain Marvel - An apology video https://t.co/hBgrSAv0x1 via @YouTube,"Engage, Build"
94,1.1038797485754204e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Engage, Enhance, Build"
95,1.1038567778655191e+18,"RT @DannyBonaducci: @OffensiveSokovi @RottenTomatoes why is it only showing on Flixster?  @RottenTomatoes the Captain marvel movie is now in theaters, why is the Audience Score not on the @RottenTomatoes website?  Are you lying to your audience?  Your blog post said we can review it when the movie is out.  Well, it's out!!!","Distort, Distract, Nuke, Narrow"
96,1.104385247804715e+18,"God bless you, TS.",—
97,1.1038315780887962e+18,Samuel L. Jackson says he dropped false ‘Captain Marvel’ spoilers https://t.co/Ih3auE5DMe https://t.co/B1GHV5w5fd,Engage
98,1.1038250075731108e+18,RT @EthanVanSciver: ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/LYQ1rqx1wH,"Dismiss, Neutralize"
99,1.1038682429619446e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Enhance, Build, Boost"
0,1.1046334345115648e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who feel compelled to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie: https://t.co/Lc4sj12MyT https://t.co/6udwCILJzv","Engage, Explain, Dismay, Neutralize"
1,1.103835952651264e+18,"RT @DiscordianKitty: It fucking pisses me off that Captain Marvel cannot possibly win. It's being attacked so much, from so many angles, being picked apart, gone through with a fine-tooth comb to find anything even remotely wrong with it, all because that's how fucking fragile masculinity has become","Explain, Dismay, Neutralize"
2,1.1038547331465134e+18,"I was going through the Captain Marvel Letterboxd reviews and a lot of them are completely fake omg, but the funny thing is it barely affected the score LMAOO","Dismiss, Distort"
3,1.1037466584609751e+18,Why are Marvel's powerful women in the past? https://t.co/GpdnvUHdhY https://t.co/sYWz6tERzA,Neutralize
4,9.96347849032876e+17,"when ppl say scarlet witch is the most powerful avenger, i laugh like y’all really look over thor, the one who’s a GOD and the one who singlehandedly ALSO took out thanos at the end of infinity war but okay...stay on your bullshit","Dismiss, Distract, Neutralize"
5,1.1038549706114212e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
6,1.103809301716652e+18,RT @EthanVanSciver: ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/LYQ1rqx1wH,"Distort, Dismay"
7,1.1037906221823836e+18,"With the premier of #CaptainMarvel tonight, we found inspiration in the female hero! ‍♀️  Who are your favorite heroines? What makes them so memorable?  We want to know!  Our review: https://t.co/6wI9wR513Z #brielarson https://t.co/eFiiWeXwnH","Engage, Excite, Enhance, Back"
8,1.103873131540693e+18,CAPTAIN MARVEL - FAKE 5 STAR REVIEWS ALREADY ??? https://t.co/PkIMkljwYn via @YouTube  #CaptainMarvel #BrieLarson #RottenTomatoes,"Distort, Dismay"
9,1.103809454187864e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
10,1.1038477485777551e+18,AAAAAAA A BUNCH OF STUDENTS INCLUDING ME ARE GOING TO SEE CAPTAIN MARVEL AND OUR BUS DRIVER TOOK US TO THE WRONG THEATER,Dismay
11,1.1038480866973327e+18,The best part of captain marvel is that no one can see it and then tell me Carol isn’t a lesbian because there’s absolutely nothing in the movie that could dispute that,Explain
12,1.1038576742638346e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
13,1.103856217196159e+18,RT @jeremyboss007: Brie Larson: *makes joking jab about stereotypical white men and the patriarchy*  Insecure white men: OH MY GOD SHE'S SUCH A BITCH! SOMEHOW THIS MEANS CAPTAIN MARVEL WILL BE POLITICAL! LET'S BOYCOTT THE MOVIE AND MAKE FAKE NEGATIVE REVIEWS ABOUT IT!,"Dismay, Back, Neutralize"
14,1.1038618468874895e+18,"Agreed with my wife that I'm going to see a movie next Tuesday, and it's almost certainly going to be Captain Marvel, and I'm already dreading it. What the hell is wrong with me?",Dismay
15,1.106295136928043e+18,There's appearace and then there's reality &gt;&gt;&gt; https://t.co/peqIlFcRv7 #AvengersEndgame https://t.co/CJGg9AEKZE,Neutralize
16,1.1038009583400305e+18,"RT @TheQuartering: There is going to be ALOT of people PISSED about Captain Marvel.  I am predicting user scores in the 60's.   I am not even talking about Brie.  I am talking about totally weak plot, bullshit retcon's and HOLY FUCK they finally answer how Nick Fury lost his eye and it's PATHETIC","Engage, Explain, Distort, Dismay, Neglect"
17,1.1036574541502587e+18,It worries me that a movie like #CaptainMarvel could make Millions of dollars at the box office when it's lead actress is a known racist and a few days before release told that she doesn't want white men to see her movie. Don't let this happen. #BoycottCaptainMarvel,"Distort, Dismay, Neutralize, Neglect"
18,1.1056253219011174e+18,RT @ComicFa13320522: It worries me that a movie like #CaptainMarvel could make Millions of dollars at the box office when it's lead actress is a known racist and a few days before release told that she doesn't want white men to see her movie. Don't let this happen. #BoycottCaptainMarvel,"Distort, Dismay, Neutralize, Neglect"
19,1.10379832461491e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
20,1.1034392815598838e+18,"Speaking purely from my own experience: some of my favorite adventure stories growing up were (in no particular order) The Hobbit, Hatchet, The True Confessions of Charlotte Doyle, the Johnny Dixon series by John Bellairs. All written by men! And mostly about boys and men.","Explain, Enhance, Back"
21,1.1038517058197176e+18,CAPTAIN MARVEL OMG  Not gonna lie was kind of skeptical but I'm sorry @brielarson there's no better person to play her than you,"Excite, Back"
22,1.1043515806677238e+18,"People won't wake up right? Marvel will rule the World, if they don't already do. Captain Marvel movie is everything we should fight against and is already Number 1 at the box office. I'll still do my part and boycott this SJW movie. #BoycottCaptainMarvel","Engage, Dismay, Neutralize"
23,1.103880083289256e+18,RT @Jawsphobia: CAPTAIN MARVEL JOURNALISTS ARE LYING AGAIN! EPIC RANT! https://t.co/I2FyqBklNn via @YouTube,"Distort, Dismay, Neutralize"
24,1.1044202331696906e+18,I'd watch this film.,Engage
